councilors,voted_proportion,votes,year,municipality_code,party,municipality,main_party,region
1,8.13,371,2003,8250,ERC-AM,Santa Margarida de Montbui,ERC,Barcelona
7,88.96,137,2007,17183,CIU,Sant Aniol de Finestres,CIU,Girona
3,29.3,371,2015,43022,100%xB,Batea,Others,Tarragona
0,10.22,52,2003,43033,ERC-AM,Botarell,ERC,Tarragona
1,7.09,1103,2003,17114,PP,Olot,PP,Girona
4,49.18,180,2019,17198,PSC-CP,Torroella de Fluvià,PSC,Girona
3,58.26,67,2015,43154,IpT- AM,Torroja del Priorat,ERC,Tarragona
0,4.3,371,2019,43905,VOX,Salou,VOX,Tarragona
1,9.94,301,2019,17103,PSC-CP,Maçanet de la Selva,PSC,Girona
12,40.12,35746,2003,8015,PSC-PM,Badalona,PSC,Barcelona
5,23.45,2488,2003,8118,PSC-PM,Masnou,PSC,Barcelona
0,5.22,7,2015,17173,PP,Sant Martí Vell,PP,Girona
2,45.26,62,2007,43174,CIU,Vilella Baixa,CIU,Tarragona
6,41.28,542,2007,25012,PSC-PM,Alcoletge,PSC,Lleida
1,7.35,527,2019,8284,Cs,Tordera,Ciutadans,Barcelona
0,1.9,3,2007,43069,PP,Gratallops,PP,Tarragona
4,46.77,239,2015,43025,CP,Benifallet,PSC,Tarragona
4,41.4,65,2003,25197,CIU,Sant Guim de la Plana,CIU,Lleida
4,45.76,378,2007,8292,PSC-PM,Vallbona d'Anoia,PSC,Barcelona
0,2.28,9,2007,25125,PP,Llardecans,PP,Lleida
3,26.26,458,2015,17142,AxQ - ERC,Quart,ERC,Girona
3,27.52,169,2015,43056,C. i P.,Fatarella,Others,Tarragona
1,7.11,424,2019,8157,SFP,Pallejà,Others,Barcelona
4,52.53,228,2007,43169,UV-ESQUERRA-AM,Vilaplana,ERC,Tarragona
1,9.72,94,2015,8122,PP,Mediona,PP,Barcelona
5,39.43,586,2003,25228,CIU,Torrefarrera,CIU,Lleida
8,34.6,3912,2003,8123,PSC-PM,Molins de Rei,PSC,Barcelona
0,6.76,67,2003,17073,PP,Fornells de la Selva,PP,Girona
0,5.23,9,2003,8139,PP,Mura,PP,Barcelona
0,4.91,115,2015,25003,PP,Agramunt,PP,Lleida
6,33.47,769,2019,17181,ERC-AM,Santa Cristina d'Aro,ERC,Girona
0,5.43,105,2003,8291,ICV-EPM,Vacarisses,Podem,Barcelona
0,0.32,165,2007,43148,EI-ADD,Tarragona,Others,Tarragona
1,6.43,690,2015,17095,PP,Lloret de Mar,PP,Girona
0,4.71,360,2007,8202,ESQUERRA-AM,Sant Celoni,ERC,Barcelona
5,63.43,170,2019,25208,VS-ERC-AM,Soriguera,ERC,Lleida
1,7.89,892,2003,8123,CIU,Molins de Rei,CIU,Barcelona
0,0.09,653,2003,8019,E.I.,Barcelona,Others,Barcelona
4,54.29,177,2015,17198,PSC-CP,Torroella de Fluvià,PSC,Girona
4,61.9,39,2011,25032,ERC-AM,Arsèguel,ERC,Lleida
1,14.12,131,2003,43160,IUPERVALM,Vallmoll,Others,Tarragona
2,28.83,47,2011,25076,CiU,Cogul,CIU,Lleida
7,64.03,267,2015,17067,CiU,Flaçà,CIU,Girona
2,10.62,1588,2015,17023,C's,Blanes,Ciutadans,Girona
2,28.22,57,2011,8276,CiU,Tagamanent,CIU,Barcelona
1,11.38,389,2015,8208,CiU,Sant Esteve Sesrovires,CIU,Barcelona
4,61.9,39,2007,8271,CIU,Sobremunt,CIU,Barcelona
0,0.2,9,2007,43051,GIC-FIC,Cunit,Podem,Tarragona
2,37.93,55,2007,17097,CIU,Madremanya,CIU,Girona
0,5.26,161,2015,8191,JAPS,Sallent,Others,Barcelona
5,69.35,172,2011,17085,FpJ,Jafre,Others,Girona
3,15.35,867,2011,8107,PP,Lliçà d'Amunt,PP,Barcelona
2,10.86,1269,2003,8114,ICV-EPM,Martorell,Podem,Barcelona
3,35.31,125,2003,25177,IP-AM,Preixens,ERC,Lleida
4,61,219,2011,43167,IVE-PM,Vilanova d'Escornalbou,PSC,Tarragona
3,43.17,177,2007,25183,CIU,Rialp,CIU,Lleida
1,12.46,259,2019,8182,Cs,Pont de Vilomara i Rocafort,Ciutadans,Barcelona
1,7.04,236,2007,8274,ESQUERRA-AM,Súria,ERC,Barcelona
8,39.85,2559,2007,43901,ESQUERRA-AM,Deltebre,ERC,Tarragona
5,39.56,428,2007,8222,PSC-PM,Sant Llorenç d'Hortons,PSC,Barcelona
3,20.02,829,2015,8259,CUP-PC-PA,Santa Maria de Palautordera,CUP,Barcelona
0,1.91,128,2011,8086,C's,Franqueses del Vallès,Ciutadans,Barcelona
1,43.41,56,2019,17080,JxCAT ¿ JUNTS,Gombrèn,JxC,Girona
3,20.34,616,2019,17103,ERC-AM,Maçanet de la Selva,ERC,Girona
0,5.63,143,2015,8198,V V,Sant Antoni de Vilamajor,Others,Barcelona
3,22.18,939,2019,8283,ERC-AM,Tona,ERC,Barcelona
1,6.03,890,2019,43163,AVP - FIC,Vendrell,Podem,Tarragona
0,0.97,433,2011,25120,C's,Lleida,Ciutadans,Lleida
2,7.35,987,2015,43163,PP,Vendrell,PP,Tarragona
3,47.09,105,2011,43085,PSC-PM,Molar,PSC,Tarragona
0,3.79,138,2003,43051,PSicc,Cunit,Others,Tarragona
3,38.49,199,2007,17109,CIU,Montagut i Oix,CIU,Girona
4,20.24,1455,2003,43171,PSC-PM,Vila-seca,PSC,Tarragona
3,35.68,167,2015,25041,JxB-AM,Barbens,ERC,Lleida
0,27.71,23,2007,17003,FCIU,Albanyà,CIU,Girona
2,27.64,204,2007,17208,PSC-PM,Vall de Bianya,PSC,Girona
4,39.23,233,2015,25254,IxVB-CP,Vilanova de la Barca,PSC,Lleida
3,50.62,41,2003,25202,CIU,Senterada,CIU,Lleida
4,36.51,597,2011,43094,ERC-AM,Móra la Nova,ERC,Tarragona
4,53,106,2011,17081,CiU,Gualta,CIU,Girona
7,27.9,2590,2011,8260,ICV-EUiA-E,Santa Perpètua de Mogoda,Podem,Barcelona
0,18.42,21,2003,17143,PSC-PM,Rabós,PSC,Girona
4,50.57,178,2011,25125,CiU,Llardecans,CIU,Lleida
3,39.16,121,2011,25142,CiU,Montoliu de Lleida,CIU,Lleida
1,6.31,331,2011,8302,ICV-EUiA-E,Vilanova del Camí,Podem,Barcelona
4,50.66,232,2003,25227,PSC-PM,Torre de Cabdella,PSC,Lleida
2,11.48,783,2019,17152,Cs,Roses,Ciutadans,Girona
2,30.15,98,2003,17123,ERC-AM,Palol de Revardit,ERC,Girona
1,36,36,2011,17037,CiU,Campelles,CIU,Girona
0,1.49,311,2011,8096,C's,Granollers,Ciutadans,Barcelona
2,9.71,1350,2015,8125,CiU,Montcada i Reixac,CIU,Barcelona
0,5.33,173,2015,17141,PP,Puigcerdà,PP,Girona
4,16.67,2015,2003,8252,PCB,Barberà del Vallès,Others,Barcelona
3,24.28,601,2015,8075,ERC-AM,Dosrius,ERC,Barcelona
5,61.26,234,2011,25245,PM,Vilaller,Others,Lleida
0,2.59,427,2007,8124,C'S,Mollet del Vallès,Ciutadans,Barcelona
3,11.36,1761,2019,17114,PSC-CP,Olot,PSC,Girona
3,10.78,1143,2015,8270,C's,Sitges,Ciutadans,Barcelona
4,50.9,169,2003,43167,CIU,Vilanova d'Escornalbou,CIU,Tarragona
0,7.95,63,2011,8038,ERC-AM,Callús,ERC,Barcelona
9,58.27,1472,2019,43047,PSC-CP,Constantí,PSC,Tarragona
1,40.82,40,2011,43058,CiU,Figuera,CIU,Tarragona
0,11.11,12,2007,25103,PP,Granyanella,PP,Lleida
3,53.38,79,2011,17097,PM,Madremanya,Others,Girona
6,59.5,545,2003,25135,CIU,Miralcamp,CIU,Lleida
3,27.4,311,2007,8162,ESQUERRA-AM,Hostalets de Pierola,ERC,Barcelona
0,9.55,41,2019,25102,PP,Granja d'Escarp,PP,Lleida
2,28.83,126,2007,17209,CIU,Vall-llobrega,CIU,Girona
2,7.92,1006,2011,17066,ERC-AM,Figueres,ERC,Girona
3,40.55,208,2007,43007,CIU,Aleixar,CIU,Tarragona
0,0,0,2015,8271,PP,Sobremunt,PP,Barcelona
3,64.04,57,2015,25136,AGRUPACIÓ D,Molsosa,Others,Lleida
4,57.92,307,2019,25242,AIPN-AM,Verdú,ERC,Lleida
5,66.02,136,2003,25044,PP,Bassella,PP,Lleida
5,68.35,54,2015,17203,CiU,Ultramort,CIU,Girona
2,19.26,420,2019,8234,ISP,Sant Pere de Vilamajor,Others,Barcelona
5,85.48,53,2015,25076,CiU,Cogul,CIU,Lleida
5,26.59,1655,2007,8033,ESQUERRA-AM,Caldes de Montbui,ERC,Barcelona
1,7.86,517,2015,8022,PSC-CP,Berga,PSC,Barcelona
9,80.35,372,2015,25248,CiU,Vilanova de Bellpuig,CIU,Lleida
2,26.69,225,2015,25008,ERC-AM,Albesa,ERC,Lleida
4,17.33,2855,2011,8211,CiU,Sant Feliu de Llobregat,CIU,Barcelona
3,45.98,80,2011,8903,CiU,Sant Julià de Cerdanyola,CIU,Barcelona
4,24.01,552,2011,8289,ERC-AM,Torrelles de Llobregat,ERC,Barcelona
4,30.59,492,2019,8098,Sumem - AM,Sant Salvador de Guardiola,ERC,Barcelona
3,23.79,556,2003,8235,CIU,Sant Pol de Mar,CIU,Barcelona
5,59.29,252,2007,8151,PM,Oristà,Others,Barcelona
1,44.32,39,2003,43158,CIU,Vallclara,CIU,Tarragona
1,12.85,162,2015,8064,ERC-AM,Castellterçol,ERC,Barcelona
13,43.56,28640,2007,8279,PSC-PM,Terrassa,PSC,Barcelona
2,22.57,275,2019,8265,ISVVB,Sant Vicenç de Torelló,Others,Barcelona
4,54.95,283,2015,25193,PPSLL - AM,Sant Llorenç de Morunys,ERC,Lleida
4,43.12,382,2011,17139,PM,Preses,Others,Girona
1,6.79,171,2011,43093,PP,Móra d'Ebre,PP,Tarragona
0,0.35,2,2007,8164,PP,Pla del Penedès,PP,Barcelona
1,70.45,31,2015,43143,CiU,Savallà del Comtat,CIU,Tarragona
4,27.79,669,2011,25003,CiU,Agramunt,CIU,Lleida
2,15.02,496,2007,8141,PSC-PM,Navàs,PSC,Barcelona
2,34.69,85,2003,8059,CIU,Castellfollit del Boix,CIU,Barcelona
1,15.32,51,2015,43120,PSC-CP,Querol,PSC,Tarragona
0,4.03,115,2007,8213,PP,Sant Fruitós de Bages,PP,Barcelona
5,46.86,425,2015,25220,CiU,Térmens,CIU,Lleida
7,22.42,5003,2011,8266,PSC-PM,Cerdanyola del Vallès,PSC,Barcelona
2,39.44,56,2015,43069,CiU,Gratallops,CIU,Tarragona
0,3.28,174,2015,8157,PP,Pallejà,PP,Barcelona
0,1.8,2,2003,25219,PM,Tarroja de Segarra,Others,Lleida
4,53.87,181,2011,25037,UpM-PM,Avellanes i Santa Linya,PSC,Lleida
1,8.7,350,2007,8135,CIU,Montmeló,CIU,Barcelona
0,4.66,1743,2019,8200,JUNTS,Sant Boi de Llobregat,JxC,Barcelona
5,38.88,474,2019,25209,SP,Sort,Others,Lleida
4,19.55,810,2015,43092,PSC-CP,Mont-roig del Camp,PSC,Tarragona
4,12.66,3617,2011,8200,ICV-EUiA-E,Sant Boi de Llobregat,Podem,Barcelona
3,31.99,269,2007,43052,PSC-PM,Xerta,PSC,Tarragona
0,6.02,5,2011,25910,PP,Josa i Tuixén,PP,Lleida
3,32.62,153,2015,17187,GI-EPM-E,"Saus, Camallera i Llampaies",Others,Girona
1,8.43,277,2019,8141,JXCAT -JUNTS,Navàs,JxC,Barcelona
4,26.28,860,2003,8005,PSC-PM,Ametlla del Vallès,PSC,Barcelona
3,15.65,758,2011,8001,PP,Abrera,PP,Barcelona
1,12.67,248,2015,25050,FB-AM,Bellpuig,ERC,Lleida
0,3.99,22,2007,25068,ICV-EUIA-EPM,Castellnou de Seana,Podem,Lleida
1,14.24,96,2007,17901,CIU,"Cruïlles, Monells i Sant Sadurní de l'Heura",CIU,Girona
0,1.26,1,2019,25089,CxF-CP,Farrera,PSC,Lleida
1,5.83,232,2019,17062,ECL¿E-ECG,Escala,Others,Girona
0,4.05,312,2019,8006,Cs,Arenys de Mar,Ciutadans,Barcelona
0,4.2,163,2007,8214,CUP,Vilassar de Dalt,CUP,Barcelona
0,1.87,124,2011,8221,C's,Sant Just Desvern,Ciutadans,Barcelona
1,10.24,380,2007,8106,MALL,Llinars del Vallès,Others,Barcelona
1,47.46,56,2003,17021,APG-CUP-EPM,Beuda,CUP,Girona
1,8.24,460,2003,43153,VUT,Torredembarra,Others,Tarragona
3,30.26,358,2015,25230,CiU,Torregrossa,CIU,Lleida
0,3.03,4,2007,17061,PM,Das,Others,Girona
2,31.04,230,2003,8061,CIU,Castellgalí,CIU,Barcelona
5,40.51,687,2015,8031,JC-AM,Calaf,ERC,Barcelona
2,13.11,479,2003,17034,AMICS,Calonge i Sant Antoni,Podem,Girona
3,35.16,404,2003,25113,IIV-AM,Ivars d'Urgell,ERC,Lleida
1,15.66,112,2019,43106,LA F IC DEL PIN,Pinell de Brai,Podem,Tarragona
7,95.55,236,2015,25046,IPB,Belianes,Others,Lleida
8,82.5,509,2011,17226,CiU,Vilamalla,CIU,Girona
0,3.09,3,2019,43122,JxCAT-JUNTS,Renau,JxC,Tarragona
5,73.21,41,2003,8195,CIU,Sant Agustí de Lluçanès,CIU,Barcelona
9,83.59,596,2007,8149,ESQUERRA-AM,Olost,ERC,Barcelona
6,52.53,363,2007,43144,ESQUERRA-AM,Secuita,ERC,Tarragona
0,3.65,10,2011,43097,PP,Nou de Gaià,PP,Tarragona
2,12.15,1468,2003,8252,PP,Barberà del Vallès,PP,Barcelona
1,6.7,322,2019,43092,IMM,Mont-roig del Camp,Others,Tarragona
3,23.91,591,2007,8092,PSC-PM,Gironella,PSC,Barcelona
4,36.63,289,2007,17006,CIU,Alp,CIU,Girona
1,19.47,59,2007,25020,PP,Almatret,PP,Lleida
0,3.84,229,2003,25203,ALTUR,Seu d'Urgell,Others,Lleida
3,36.01,184,2011,43001,IMA-E,Aiguamúrcia,Others,Tarragona
1,16.9,122,2003,43176,IV-FIC,Vimbodí i Poblet,Podem,Tarragona
4,25.37,923,2003,43051,CIU,Cunit,CIU,Tarragona
1,7.36,576,2015,8046,PP,Cardedeu,PP,Barcelona
4,50.33,153,2011,43079,UM,Masllorenç,Others,Tarragona
2,21.59,144,2007,43128,ESQUERRA-AM,Riudecols,ERC,Tarragona
5,21.11,2674,2003,8172,PSC-PM,Premià de Mar,PSC,Barcelona
2,32.86,46,2015,25904,ERC-AM,Castell de Mur,ERC,Lleida
3,18.98,865,2011,43004,CiU,Alcanar,CIU,Tarragona
3,34.27,257,2011,8084,ERC-AM,Fonollosa,ERC,Barcelona
3,15.89,1395,2019,17117,SGP -TE,Palafrugell,Others,Girona
1,8.27,495,2003,8041,ERC-AM,Canovelles,ERC,Barcelona
0,3.3,19,2003,25185,PP,Ribera d'Urgellet,PP,Lleida
1,6.3,1643,2015,8301,GANEMOS,Viladecans,Others,Barcelona
1,5.7,313,2011,8161,ICV-EUiA-E,Piera,Podem,Barcelona
1,6.36,1000,2015,8305,PP,Vilafranca del Penedès,PP,Barcelona
4,37.3,514,2019,25172,JxCAT-JUNTS,Ponts,JxC,Lleida
5,50.25,400,2011,25033,CiU,Artesa de Lleida,CIU,Lleida
0,4.9,240,2019,8120,PSC-CP,Matadepera,PSC,Barcelona
2,28.9,76,2015,25177,IPPV-AM,Preixens,ERC,Lleida
0,4.1,403,2003,43014,ICV-EPM,Amposta,Podem,Tarragona
1,18.63,163,2011,25047,UpB,Bellcaire d'Urgell,Others,Lleida
1,5.08,645,2011,17066,ICV-E,Figueres,Podem,Girona
1,8.32,640,2019,8006,AeC,Arenys de Mar,Others,Barcelona
3,29.73,366,2011,17124,JxP-AM,Pals,ERC,Girona
2,14.78,964,2003,43136,ERC-AM,Ràpita,ERC,Tarragona
4,70.12,115,2015,17112,IpO-ERC,Ogassa,ERC,Girona
0,2.92,215,2019,8136,PODEMOS,Montornès del Vallès,Podem,Barcelona
1,11.99,62,2007,17111,PSC-PM,Navata,PSC,Girona
2,44.26,54,2007,17197,CIU,Torrent,CIU,Girona
2,24.49,60,2003,8129,MPIF,Muntanyola,Others,Barcelona
3,24.31,317,2015,43042,ERC-AM,Castellvell del Camp,ERC,Tarragona
0,0.37,2626,2015,8019,Millor Barc,Barcelona,Others,Barcelona
1,7.05,192,2019,43012,A,Altafulla,CIU,Tarragona
0,4.61,280,2019,8054,PODEMOS,Castellbisbal,Podem,Barcelona
7,45.62,1798,2015,17044,ERC-AM,Cassà de la Selva,ERC,Girona
0,1.28,46,2011,17141,SI,Puigcerdà,Others,Girona
1,17.53,85,2007,17159,ESQUERRA-AM,Sant Feliu de Buixalleu,ERC,Girona
6,75.66,202,2011,8178,CiU,Rajadell,CIU,Barcelona
2,15.56,148,2015,8058,CiU,Castellet i la Gornal,CIU,Barcelona
0,8.65,9,2015,17129,CP,Pedret i Marzà,PSC,Girona
4,38.49,443,2003,43019,IDA,Ascó,Others,Tarragona
3,41.95,146,2007,43120,PSC-PM,Querol,PSC,Tarragona
0,1.22,26,2007,8075,CUP,Dosrius,CUP,Barcelona
1,13.98,71,2007,25227,AVF,Torre de Cabdella,Others,Lleida
1,35.11,33,2011,25030,ERC-AM,Pont de Bar,ERC,Lleida
0,4.41,46,2015,8236,PSC-CP,Sant Quintí de Mediona,PSC,Barcelona
1,23.54,93,2007,25035,CIU,Sentiu de Sió,CIU,Lleida
0,2.7,1,2011,43057,PSC-PM,Febró,PSC,Tarragona
0,4.59,398,2019,8110,Cs,Malgrat de Mar,Ciutadans,Barcelona
0,2.25,715,2019,8184,VOX,Rubí,VOX,Barcelona
0,0.99,235,2007,8307,EVG,Vilanova i la Geltrú,Others,Barcelona
4,29.78,997,2003,8282,PSC-PM,Tiana,PSC,Barcelona
2,9.46,585,2007,8088,ESQUERRA-AM,Garriga,ERC,Barcelona
3,37.52,421,2003,25204,CIU,Seròs,CIU,Lleida
0,6.19,7,2007,8176,PP,Pujalt,PP,Barcelona
1,10.35,417,2007,8003,PP,Alella,PP,Barcelona
7,91.8,224,2011,17054,PSC-PM,Colera,PSC,Girona
7,84.3,231,2019,17042,JUNTS,Capmany,JxC,Girona
2,19.42,140,2003,8084,CUIF,Fonollosa,Others,Barcelona
6,25.81,2683,2007,8172,PSC-PM,Premià de Mar,PSC,Barcelona
0,5.06,144,2007,8167,ESQUERRA-AM,Polinyà,ERC,Barcelona
1,9.18,265,2015,8030,PSC-CP,Cabrils,PSC,Barcelona
0,4.77,345,2011,8202,PP,Sant Celoni,PP,Barcelona
1,17.06,87,2015,43119,PA,Puigpelat,Others,Tarragona
2,15.21,247,2019,8203,AVSC,Sant Cebrià de Vallalta,Others,Barcelona
0,4.26,115,2007,17213,C'S,Vidreres,Ciutadans,Girona
1,74,37,2003,25087,PSC-PM,Esterri de Cardós,PSC,Lleida
1,9.51,369,2007,8214,PSC-PM,Vilassar de Dalt,PSC,Barcelona
3,35,203,2019,8224,GdSMC - AM,Sant Martí de Centelles,ERC,Barcelona
2,28.33,102,2015,8129,ERC-AM,Muntanyola,ERC,Barcelona
0,2.1,23,2011,8296,PSC-PM,Vallromanes,PSC,Barcelona
0,4.08,334,2019,8035,PP,Calella,PP,Barcelona
4,33.62,512,2015,43095,UPM-AM,Morell,ERC,Tarragona
1,6.56,204,2003,25019,F.I.C.-AIA,Almacelles,Others,Lleida
0,2.53,124,2015,25137,PxC,Mollerussa,Others,Lleida
4,22.92,2252,2003,43014,PSC-PSOE-PM,Amposta,PSC,Tarragona
8,33.08,5205,2015,8305,CiU,Vilafranca del Penedès,CIU,Barcelona
0,3.98,274,2019,8285,Cs,Torelló,Ciutadans,Barcelona
0,6.25,134,2003,43016,ICV-EPM,Arboç,Podem,Tarragona
1,7.79,388,2003,8230,PP,Premià de Dalt,PP,Barcelona
0,1.93,59,2003,8278,PP,Taradell,PP,Barcelona
3,21.85,669,2003,8023,PSC-PM,Bigues i Riells del Fai,PSC,Barcelona
3,38.65,63,2011,17144,MR-E,Regencós,Others,Girona
3,50,36,2015,25089,CiU,Farrera,CIU,Lleida
5,49.22,345,2007,17071,ESQUERRA-AM,Fontcoberta,ERC,Girona
4,16.52,1669,2011,8163,PP,Pineda de Mar,PP,Barcelona
7,87.64,305,2019,25139,PMM - AM,Montellà i Martinet,ERC,Lleida
0,5.34,201,2003,8259,PVSMP,Santa Maria de Palautordera,Others,Barcelona
4,48.45,235,2019,25134,IM-AM,Menàrguens,ERC,Lleida
2,23.89,275,2003,43019,CIU,Ascó,CIU,Tarragona
0,2.64,272,2019,43037,CNV-C,Calafell,Others,Tarragona
4,15.21,5561,2015,8205,CUP-CAV-PA,Sant Cugat del Vallès,CUP,Barcelona
0,2.77,72,2019,25243,PP,Vielha e Mijaran,PP,Lleida
4,21.58,2032,2003,8147,CIU,Olesa de Montserrat,CIU,Barcelona
0,4.94,226,2011,8072,URBACOR,Corbera de Llobregat,Others,Barcelona
0,0.21,102,2011,43148,A.M.D.,Tarragona,Others,Tarragona
4,56.18,50,2011,17031,PSC-PM,Cabanelles,PSC,Girona
2,8.57,891,2007,8172,ESQUERRA-AM,Premià de Mar,ERC,Barcelona
4,27.79,648,2011,8115,UxM,Martorelles,Others,Barcelona
7,83.81,233,2015,17088,ERC-AM,Lladó,ERC,Girona
0,3.73,32,2011,8292,PP,Vallbona d'Anoia,PP,Barcelona
1,7.94,1469,2003,8089,ERC-AM,Gavà,ERC,Barcelona
9,39.12,4690,2019,8118,ERC - AM - AM,Masnou,ERC,Barcelona
2,23.6,122,2011,8048,CiU,Carme,CIU,Barcelona
1,7.7,1072,2003,8125,ERC-AM,Montcada i Reixac,ERC,Barcelona
0,3.03,3,2007,25111,PP,Guixers,PP,Lleida
6,46.21,518,2007,8207,CIU,Sant Esteve de Palautordera,CIU,Barcelona
0,2.67,42,2007,43139,PP,Santa Coloma de Queralt,PP,Tarragona
5,84.06,58,2003,43066,CIU,Garidells,CIU,Tarragona
1,7.55,660,2007,8260,PCCA,Santa Perpètua de Mogoda,Others,Barcelona
1,36.02,58,2019,43053,DF P-JUNTS,Duesaigües,JxC,Tarragona
4,18.51,2842,2007,8298,PXC,Vic,VOX,Barcelona
0,1.69,2,2011,43066,PP,Garidells,PP,Tarragona
4,37.06,487,2019,8016,CxB-CP,Bagà,PSC,Barcelona
3,77.78,28,2011,25045,CDA-PNA,Bausen,CIU,Lleida
3,29.28,517,2007,43094,ESQUERRA-AM,Móra la Nova,ERC,Tarragona
3,28.74,388,2003,17145,ERC-AM,Ribes de Freser,ERC,Girona
7,95.6,261,2015,17123,CiU,Palol de Revardit,CIU,Girona
0,2.08,6,2015,43030,PP,Bonastre,PP,Tarragona
0,2.77,152,2007,8156,RAM,Palau-solità i Plegamans,Others,Barcelona
2,17.2,518,2003,8208,CIU,Sant Esteve Sesrovires,CIU,Barcelona
0,4.85,1830,2011,43123,PxC,Reus,Others,Tarragona
2,8.97,8348,2015,8101,ERC-AM,Hospitalet de Llobregat,ERC,Barcelona
3,30.7,338,2015,8254,CiU,Esquirol,CIU,Barcelona
7,56.1,984,2003,8053,PSC-PM,Castellbell i el Vilar,PSC,Barcelona
1,6.16,802,2007,17114,APG-ICV-EPM,Olot,Podem,Girona
2,12.65,579,2011,8072,ERC-AM,Corbera de Llobregat,ERC,Barcelona
0,0.3,217,2007,8187,PFIV,Sabadell,Others,Barcelona
2,8.16,1939,2007,8307,ICV-EUIA-EPM,Vilanova i la Geltrú,Podem,Barcelona
3,44.31,74,2019,8139,JxCAT - JUNTS,Mura,JxC,Barcelona
0,4.88,141,2015,25019,JUNTS PER A,Almacelles,JxC,Lleida
6,79.91,370,2003,25093,CIU,Fondarella,CIU,Lleida
0,5.08,6,2007,25104,PP,Granyena de Segarra,PP,Lleida
3,22.59,295,2011,25012,CiU,Alcoletge,CIU,Lleida
4,24.71,757,2015,8191,ERC-AM,Sallent,ERC,Barcelona
3,38.16,87,2015,25901,CiU,Vall de Cardós,CIU,Lleida
1,7.45,221,2019,43131,PP,Roda de Berà,PP,Tarragona
0,0.51,6,2015,8296,SI-Solidaritat,Vallromanes,Others,Barcelona
0,6.45,6,2011,25103,IG-PM,Granyanella,PSC,Lleida
0,38.89,21,2007,25087,CIU,Esterri de Cardós,CIU,Lleida
5,50,470,2019,25204,JxCAT - JUNTS,Seròs,JxC,Lleida
4,61.45,102,2011,43053,CiU,Duesaigües,CIU,Tarragona
0,1.83,2,2019,17232,PP,Vilopriu,PP,Girona
1,6.21,578,2003,8219,ICV-EPM,Vilassar de Mar,Podem,Barcelona
4,61.02,144,2011,17183,CiU,Sant Aniol de Finestres,CIU,Girona
1,8.25,405,2019,17199,L¿EST-TE,Torroella de Montgrí,Others,Girona
1,9.81,395,2007,8003,C.O.R.,Alella,Others,Barcelona
0,4.67,14,2003,8055,PP,Castellcir,PP,Barcelona
1,7.67,268,2011,17034,PP,Calonge i Sant Antoni,PP,Girona
1,34.13,57,2019,8139,MAV-AMUNT,Mura,ERC,Barcelona
5,39.6,1580,2019,8192,ERC-AM,Santpedor,ERC,Barcelona
1,28.93,35,2015,17143,ERC-AM,Rabós,ERC,Girona
6,29.06,1426,2019,17199,UPM-UPM.cat,Torroella de Montgrí,Others,Girona
0,7.07,77,2011,17032,PSC-PM,Cadaqués,PSC,Girona
0,8.31,30,2007,43157,PP,Ulldemolins,PP,Tarragona
5,70.62,262,2003,25142,CIU,Montoliu de Lleida,CIU,Lleida
0,2.65,3,2011,17096,PM,Llosses,Others,Girona
0,6.06,26,2003,25907,PP,Torrefeta i Florejacs,PP,Lleida
5,82.93,68,2007,8195,CIU,Sant Agustí de Lluçanès,CIU,Barcelona
2,30.05,119,2007,17002,AXC-PM,Aiguaviva,PSC,Girona
3,11.49,1154,2007,43038,PP,Cambrils,PP,Tarragona
2,25,112,2019,43175,CpV - AM,Vilalba dels Arcs,ERC,Tarragona
3,15.17,945,2015,8284,PSC-CP,Tordera,PSC,Barcelona
1,21.74,30,2003,25111,CMS-EC,Guixers,Others,Lleida
0,0,0,2003,25076,PSC-PM,Cogul,PSC,Lleida
3,30.76,475,2011,17207,ERC-AM,Vall d'en Bas,ERC,Girona
2,32.95,29,2015,17125,CiU,Pardines,CIU,Girona
6,72.3,141,2019,25212,JxCAT- JUNTS,Sunyer,JxC,Lleida
1,17.8,81,2007,17214,PSC-PM,Vilabertran,PSC,Girona
3,27.92,490,2011,17146,CiU,Riells i Viabrea,CIU,Girona
0,7.49,52,2003,17901,EPM-EPM,"Cruïlles, Monells i Sant Sadurní de l'Heura",Others,Girona
1,6.69,289,2003,8001,ERC-AM,Abrera,ERC,Barcelona
0,2,34,2015,8031,PP,Calaf,PP,Barcelona
5,64.63,53,2019,25088,JxCAT-JUNTS,Estamariu,JxC,Lleida
2,17.23,337,2015,8043,PSC-CP,Canyelles,PSC,Barcelona
2,11.09,1119,2019,8076,CUP-AMUNT,Esparreguera,ERC,Barcelona
3,22.18,421,2015,8158,ERC-AM,Papiol,ERC,Barcelona
3,18.94,1364,2007,8110,CIU,Malgrat de Mar,CIU,Barcelona
3,21.93,597,2003,17047,ERC-AM,Castelló d'Empúries,ERC,Girona
2,29.57,131,2019,25231,JxCAT-JUNTS,Torrelameu,JxC,Lleida
0,2.48,4,2007,8139,PP,Mura,PP,Barcelona
2,42.52,54,2015,25049,ERC-AM,Bellmunt d'Urgell,ERC,Lleida
5,55.56,30,2015,43168,PSC-CP,Vilanova de Prades,PSC,Tarragona
3,33.59,345,2019,17902,TSF-ERC-AM,Forallac,ERC,Girona
6,31.28,2264,2015,17118,ERC-AM,Palamós,ERC,Girona
3,22.83,260,2007,8223,CIU,Sant Llorenç Savall,CIU,Barcelona
